PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),O3 (µg/m³),Temperature (°C),Humidity (%),Wind Speed (m/s),Wind Direction (°),Pressure (hPa),Precipitation (mm),Visibility (km),AQI,Season,City,Latitude,Longitude,Day of Week,Hour,Month,Year,Weather Condition,Station ID
85.512587,114.7429949,94.57846696,2.270167515,3.55861601,148.0769138,11.6423149,96.61629441,2.800233837,328.8889057,988.0160239,38.9157549,13.00698745,236,Autumn,Beijing,46.68563573,99.47888476,Friday,17,11,2016,Haze,87
209.4424124,169.2978316,97.83178388,4.295310978,0.767903121,81.89730332,22.35157205,98.79857093,3.947174024,48.24228147,1012.503906,47.6153018,16.15212063,477,Summer,Guangzhou,38.29455682,127.884756,Tuesday,0,8,2022,Clear,69
69.13773373,30.91273313,96.55861402,23.26957292,1.204584338,81.27204285,32.13934992,81.28592943,8.222307513,163.3041865,992.7401627,2.588932946,2.029460836,408,Spring,Guangzhou,37.98302112,96.88585051,Tuesday,9,10,2021,Haze,43
177.4696329,148.4422401,99.64345839,6.82242956,0.269864105,151.2669177,10.48710229,89.99740798,7.410654846,43.30494447,983.5902759,13.84872088,12.65177292,454,Autumn,Shanghai,29.24595242,92.71154608,Saturday,5,5,2018,Rain,81
76.12637228,34.39862492,95.45092972,47.51501824,3.478410729,52.61928146,7.19693651,68.87432528,2.324242785,131.7168301,1010.745434,9.56088688,18.56100724,349,Summer,Chengdu,44.03825979,103.4489232,Thursday,6,9,2024,Snow,86
187.0113446,87.52921325,23.72340582,2.782323837,4.354431498,176.5217769,0.620440866,50.83469277,1.373875993,246.9901866,981.3410031,1.400677361,0.484295543,283,Spring,Guangzhou,21.75849144,91.34121897,Thursday,23,3,2016,Snow,44
121.5725422,63.29157075,16.38963125,42.20402223,0.321604634,107.5636295,-4.055671565,80.84333322,1.653312117,148.7997267,998.4376592,16.86285878,10.0243491,206,Winter,Chengdu,32.2730166,104.3787831,Thursday,10,3,2023,Clear,31
184.8775683,131.9391779,49.6635085,12.42305276,0.624435329,30.43340882,5.389157379,63.97716316,7.48298205,244.8493546,1022.949919,5.806919667,6.606554244,405,Winter,Chengdu,26.09116436,95.28887418,Tuesday,4,12,2024,Cloudy,96
240.5614668,186.7487765,5.59309135,24.38431101,3.584135036,104.7242181,2.585299186,98.4118467,4.924924259,216.9663169,983.6599479,19.62746423,3.343911402,104,Winter,Shenzhen,43.83909734,99.27745631,Saturday,1,8,2020,Snow,63
26.92751546,235.774714,6.455523698,36.86716515,4.79778542,20.32480093,35.36985694,89.92304414,0.924911657,299.4712267,1005.040294,20.74758041,7.479463246,370,Summer,Guangzhou,25.54431081,99.46552445,Monday,15,5,2019,Cloudy,52
148.3490046,251.0323879,33.808988,3.535573353,4.866096499,147.3826663,38.55134308,53.8213792,2.23876542,257.5027015,1041.349244,44.02845618,11.74468597,463,Winter,Guangzhou,44.79390273,90.84035375,Monday,20,11,2022,Snow,50
147.3518053,109.5856201,51.31868666,12.46511846,1.109549424,98.9133436,10.52314222,48.54795106,6.951031671,43.34453131,989.98796,49.08790219,19.93399755,238,Summer,Shanghai,26.88066232,120.8214099,Thursday,19,10,2015,Clear,35
112.961213,288.871593,35.42756265,33.80572997,1.233933578,179.4327741,7.485883227,91.41758486,5.748726908,82.23770748,1005.891765,25.04621097,15.06004655,413,Autumn,Guangzhou,49.03153285,98.04888302,Sunday,15,7,2018,Clear,95
66.72647594,205.7141175,69.09675021,34.2598773,4.031585915,174.0275681,15.33777383,85.08217297,0.056234653,198.781884,1049.997553,42.13074903,16.81741172,209,Winter,Guangzhou,20.20189748,94.09312207,Tuesday,21,8,2019,Fog,74
219.5158038,78.14455807,28.34972787,20.26095222,0.516245136,12.22693464,5.461424437,36.69419012,7.018951589,331.2728685,1030.573048,48.88225072,10.26964232,359,Spring,Shenzhen,39.73672493,93.21851428,Saturday,3,10,2022,Snow,91
33.74934006,218.6879018,22.05427888,13.39416434,1.69229059,132.8653186,39.41547547,64.20096875,2.457068859,249.2042339,998.5823101,31.79148841,9.648221223,375,Winter,Shanghai,36.01806235,121.5158624,Sunday,3,5,2022,Fog,5
54.83234005,89.31503453,93.82071798,31.44663038,0.128575472,178.6275735,14.46855255,63.71948717,1.280199449,236.9504071,995.5384173,2.209938329,19.03294018,55,Summer,Shanghai,41.68592401,102.6412934,Friday,9,12,2015,Clear,25
243.5041895,113.9456167,48.90418392,25.10088081,4.262193772,10.68225181,20.25597217,87.49585749,7.682604892,19.89421375,994.1860832,19.57131337,11.62173456,24,Spring,Chengdu,23.16550454,126.8428812,Sunday,13,11,2019,Haze,54
211.4153969,47.51483369,50.40342826,44.75478074,3.433549174,149.2969266,39.01764993,49.61304712,4.199974051,199.6218193,984.7039622,42.24249551,7.323593261,24,Spring,Guangzhou,21.94056396,121.9595927,Saturday,4,6,2024,Rain,40
128.5935432,285.6082561,8.132653461,20.26090638,2.021949407,13.34132039,35.88565534,67.02546783,1.827803507,321.0350675,1040.813689,8.825255468,19.03172339,460,Spring,Guangzhou,34.88981017,113.9939117,Monday,6,10,2019,Fog,33
198.0262857,165.6684089,51.02224863,15.36801264,4.090337696,123.7136214,34.84426347,72.28462833,4.299493142,57.72441955,984.5753213,3.192487966,19.54845406,238,Winter,Shanghai,48.06655534,108.4536108,Wednesday,0,3,2022,Fog,78
26.16054873,297.2634733,91.44402105,2.615966742,3.176035961,64.92193137,3.088566375,33.78660294,1.506053297,340.6648572,989.4803125,48.52266883,2.857084471,298,Summer,Chengdu,48.89006267,94.29068359,Saturday,10,1,2023,Clear,23
67.93298898,42.99303408,47.10483273,32.90125095,3.275888992,164.8586881,39.19744078,68.09203996,0.204167836,69.7016492,1042.606329,8.679733138,5.854987631,18,Autumn,Guangzhou,41.72442904,104.7732521,Thursday,14,10,2016,Fog,15
92.35004072,139.8570363,95.11363912,18.9158786,0.954411129,132.5191679,21.10672702,47.71405516,6.879525283,67.14756473,1030.684971,20.88308221,18.91527,37,Winter,Chengdu,34.17925174,109.3384134,Thursday,1,12,2015,Haze,50
234.7452505,141.9127545,61.35939086,7.974092717,4.114115176,29.626492,35.38374166,36.26964061,7.978033974,309.7349748,1017.326514,36.13450999,15.48842651,496,Winter,Shenzhen,24.54893095,107.7016936,Sunday,6,10,2017,Rain,7
95.22937932,82.53812749,35.08821775,1.891967527,4.963655685,86.25383493,19.1867179,54.40728186,5.168797893,219.5639855,1012.54351,5.592489544,2.90093783,399,Spring,Chengdu,37.71828031,100.6695025,Sunday,15,6,2020,Clear,84
48.14851099,133.0030601,68.98362403,21.92788707,2.476377346,102.2126631,31.54799982,90.5547843,5.534471506,136.2390368,1016.154165,41.71863262,18.34329729,165,Spring,Beijing,38.01448561,100.3433824,Sunday,2,7,2018,Rain,23
227.4663346,119.0287018,25.78680118,23.2463424,1.611236486,198.2824499,2.129344865,99.61986487,9.40601176,105.8747517,1032.262976,27.19404659,10.54844943,187,Autumn,Chengdu,38.98529125,99.55933815,Saturday,4,5,2015,Haze,93
89.06564049,59.39062943,50.82842801,34.40297897,1.964548237,102.0404735,29.21612279,55.24671289,9.542841369,171.290158,1007.40214,23.56702193,16.33562339,180,Winter,Beijing,36.30588678,125.0014421,Saturday,16,6,2020,Cloudy,85
116.0475694,224.8418492,95.44298561,10.34906653,0.212193367,157.3892909,-8.935023842,40.21986224,3.435701267,296.2450366,1046.759773,36.48881761,14.3114293,186,Autumn,Chengdu,27.22154919,97.17085813,Monday,18,9,2023,Snow,57
97.0684601,102.7163178,33.38629124,43.25401721,3.936822772,35.26027095,27.87598876,64.88213918,2.408385096,129.0688005,1000.312241,17.96902561,2.295331985,53,Summer,Beijing,47.29118808,102.219454,Sunday,20,8,2016,Rain,14
87.54310003,158.0334165,35.33805706,19.04937697,3.72722635,90.96630205,18.278586,34.59499968,7.005736374,57.89353816,992.946088,48.0551605,19.57849019,86,Autumn,Beijing,44.76880062,129.3149368,Thursday,18,3,2016,Cloudy,59
102.0707055,204.6655569,74.70088712,30.5886223,0.441876448,110.2598104,27.06297375,57.34782473,8.326787194,161.0653807,996.6769118,8.745597662,1.324165634,222,Spring,Guangzhou,38.42997901,97.10192647,Sunday,9,5,2018,Cloudy,18
159.5823054,112.1415593,69.22734129,40.99352281,3.247787739,87.03384231,22.89649615,44.89097687,3.224479922,128.142456,1031.328049,20.41390345,2.902778497,11,Summer,Shanghai,48.26844163,126.9799655,Thursday,12,8,2022,Rain,14
118.5584595,143.2818006,6.02595356,12.27739124,2.724607297,150.3505832,-7.028041038,87.10427127,1.430345115,230.6214542,1025.105685,7.524260746,6.83425963,96,Summer,Guangzhou,42.50436404,117.0628613,Thursday,0,2,2021,Haze,35
21.53162733,66.51641639,84.63535011,40.24535778,4.695537989,94.82823544,-5.099291835,73.78693074,6.413699734,171.8845366,1044.503974,32.41394226,8.690489054,301,Summer,Shanghai,47.80013137,110.7871082,Wednesday,14,3,2021,Cloudy,44
61.25493325,249.9751876,78.63638928,19.10495841,3.973683322,61.89406629,4.865439119,97.96026908,5.872502095,322.6289914,1048.75606,23.66973694,16.10904977,163,Winter,Guangzhou,28.68401938,98.72100286,Thursday,0,2,2022,Haze,72
67.28144918,72.80431727,87.22152512,22.63152779,0.913311727,11.2458185,-8.168895749,54.16576902,0.596006519,252.9367601,987.8638514,6.976066601,13.28870467,49,Summer,Beijing,40.31072922,121.5456478,Saturday,19,7,2022,Haze,3
98.90952216,92.95672007,86.08304095,2.113115599,0.197209578,47.25176209,11.08425129,51.80795833,5.683255695,81.79951052,999.3276402,0.517677165,13.60865013,422,Summer,Beijing,23.08129545,92.05204394,Sunday,19,8,2018,Rain,91
231.3989633,266.2335527,15.68179656,4.612278587,4.84700559,164.307347,-8.387283743,66.36903447,2.026896001,231.016564,1013.306869,17.77117223,5.784583953,38,Summer,Chengdu,27.34908955,118.8850466,Monday,6,7,2019,Rain,87
101.2942155,147.58273,98.91575369,6.124955882,3.055646364,20.53603847,-2.653616188,28.24544664,7.817151934,298.8623548,1031.180411,45.64796717,2.275320398,137,Spring,Guangzhou,24.21571267,100.4779265,Friday,19,9,2021,Snow,37
136.7056727,280.6818763,87.29333874,32.66652663,3.90415711,59.61189869,-0.773646223,67.34887228,3.506366408,13.15682049,1025.455723,3.149706265,8.647838183,52,Autumn,Chengdu,20.27661304,90.95781865,Friday,1,10,2021,Snow,39
91.52656996,37.7713988,9.992590155,3.117482081,3.543379439,55.20727144,33.33519258,75.18493111,4.934193317,128.9909348,996.5662226,35.42374956,19.35404406,314,Spring,Shenzhen,46.86294398,122.6427059,Friday,10,6,2024,Cloudy,66
63.80869723,73.86065009,88.2887899,26.03233314,4.916993976,171.4313797,12.06213281,46.59267095,2.099955212,313.2969731,1042.474332,2.736407315,4.726927516,89,Winter,Guangzhou,20.11898169,107.8305225,Sunday,21,9,2024,Cloudy,19
25.4275362,75.39883815,79.01798505,27.52004363,0.872781087,194.440905,-7.078544883,98.69084149,9.504370945,53.32430953,999.4897033,14.87727289,15.01572769,186,Spring,Shenzhen,35.96733185,118.2718472,Friday,4,8,2019,Clear,81
177.3484722,286.4040644,88.038625,47.72365364,1.091811788,67.55305486,27.68099052,14.53693827,8.80546618,13.03205045,995.7405825,29.5470093,3.308947087,433,Summer,Chengdu,23.23843917,128.4941011,Saturday,18,3,2015,Cloudy,24
172.7753613,195.6046524,74.16835989,27.85929789,0.860042286,126.3403019,-3.831566532,78.80097336,5.214448501,181.8549755,1012.908242,47.44118464,0.350998019,47,Spring,Shenzhen,25.41710845,105.016952,Tuesday,14,3,2016,Rain,96
193.5835761,290.1354792,63.83951554,25.56054244,1.191876358,42.79521928,36.68211836,98.82375066,4.116215049,6.223290065,998.6371215,34.11376875,15.98744908,69,Spring,Shanghai,33.8701296,103.0521582,Friday,1,7,2024,Rain,64
120.2123228,125.0947335,7.087728674,35.99333856,4.646345442,145.5851347,36.72191813,85.61877036,2.139691835,21.56101974,1033.910766,23.20234265,8.590559946,391,Spring,Chengdu,24.84546581,95.58087533,Thursday,17,8,2017,Fog,60
138.3640002,82.02892894,28.47481666,4.699489963,2.543179251,158.0520642,-2.248040771,90.30162599,9.204257263,271.064298,986.9901957,44.02845638,13.29252755,312,Winter,Guangzhou,44.1892918,117.8150048,Saturday,22,10,2016,Clear,90
96.81026324,135.3499941,56.54667145,16.86915729,2.115555144,133.4879917,12.60256226,12.17601944,3.54930027,167.7039018,1047.417593,19.73630633,7.129069045,346,Spring,Beijing,45.93947388,108.9709324,Sunday,21,6,2017,Fog,17
217.280767,159.4409048,26.19147866,31.56368509,3.708185986,188.836429,-9.043348828,83.20437797,6.493810546,161.2700414,1010.452423,49.34141432,19.42502313,320,Summer,Chengdu,25.71887451,102.6928328,Tuesday,1,12,2016,Haze,79
149.6055669,216.9780416,11.33382569,12.80579013,0.957129615,126.3887291,14.37045054,73.05157788,2.444453538,26.53497287,988.7834198,41.27933059,12.76663877,432,Summer,Beijing,22.97151099,109.0646116,Monday,22,3,2018,Fog,64
104.1355287,88.92605664,44.26952623,19.50474767,2.190112778,170.4324188,12.57322682,45.77568288,9.945479757,169.7704022,1032.678757,49.06131274,9.772635183,291,Autumn,Chengdu,34.19976862,128.5043456,Thursday,7,8,2018,Clear,16
194.6674671,122.9304258,66.9138659,42.77481604,4.119192997,173.2828755,-9.754574287,39.42184089,5.377452519,61.00806581,1043.288697,19.45632241,0.103173396,300,Autumn,Shanghai,20.41567397,94.85063883,Thursday,16,10,2018,Cloudy,91
110.6872959,152.6091774,92.39038743,32.85956579,1.122807932,136.6206743,37.86407946,33.94323597,0.285485915,177.94258,1027.949337,32.07870819,2.254242826,162,Autumn,Beijing,26.47172012,121.7938547,Saturday,7,9,2020,Clear,39
17.33394457,35.97224113,89.44442602,1.977659477,1.948321517,66.17511403,-0.699817409,26.77118581,5.488687087,69.01859344,1023.343526,19.57474558,6.89593704,242,Autumn,Shanghai,26.45181744,117.3713705,Monday,17,7,2021,Haze,46
244.573835,151.0858298,39.8215558,17.80877355,1.406220099,109.0183093,15.26324937,92.94943386,3.209539,344.8288045,1046.762095,17.52071029,7.704657478,128,Spring,Guangzhou,47.73274572,92.06162703,Thursday,13,7,2015,Clear,98
171.7150285,86.71363293,64.65297147,14.02802035,4.978618971,179.7458685,-1.094529356,37.05199037,3.173321737,125.1037074,1024.971061,23.99184595,1.520222025,350,Spring,Guangzhou,30.72767151,106.2014896,Tuesday,4,3,2017,Snow,82
123.1288212,85.58455707,67.33305689,1.155996346,4.627098415,56.66657965,9.855400044,19.04684571,3.416716174,52.47639297,1009.659487,16.01493225,12.57928806,265,Summer,Beijing,26.42239654,98.14359476,Monday,8,3,2017,Rain,61
62.27447418,20.14619415,14.9446119,30.67179228,2.812259246,122.1870164,-9.250318161,18.00224418,7.522142655,68.74491011,1010.034365,35.50313148,19.89836142,410,Summer,Beijing,27.07198337,96.5813916,Sunday,2,1,2022,Snow,99
142.5926678,279.9323238,66.66552309,28.21415519,3.16238865,101.1677822,-5.050534102,20.43441523,5.613256363,107.7229683,1035.950901,7.775201283,3.232580179,181,Autumn,Guangzhou,44.6642827,127.4463509,Monday,10,12,2017,Rain,60
246.2960129,96.8926339,43.50673406,30.18353781,1.327153869,104.1179084,35.16326453,70.80481673,6.252181554,246.5719578,1020.115228,13.31479029,4.708944295,315,Spring,Beijing,37.24255145,111.6064305,Thursday,12,7,2015,Clear,91
173.2475464,70.6156193,16.83038304,33.32350413,4.699661851,147.0333566,-6.564695318,31.96944895,8.284557943,232.2477167,1013.028518,44.65319007,18.78193026,63,Autumn,Shenzhen,35.54002163,112.613055,Thursday,10,1,2015,Fog,47
151.0365401,56.10455144,72.55238648,23.23286827,3.844593302,151.9587914,5.038016469,16.6750523,4.662697401,223.2053856,991.2278887,47.86567568,6.50953903,346,Autumn,Shanghai,42.03570217,104.7605407,Thursday,5,5,2017,Cloudy,60
214.2799944,281.8711867,73.8549771,37.9428804,1.637131963,199.1220456,4.993262729,37.57103672,3.297775793,241.2265722,1003.433014,43.07818634,8.923393157,199,Summer,Shanghai,37.45608499,122.6471471,Wednesday,2,10,2019,Fog,8
217.608134,179.1317446,70.18266981,12.57499266,4.410213664,82.10238815,27.80368755,68.61032933,4.027924949,309.8232953,1047.281819,4.698928445,9.675020869,486,Winter,Beijing,30.72046534,100.3533782,Sunday,5,7,2020,Haze,66
122.2543963,271.8206507,45.04738216,32.7512628,4.885578009,124.0748715,4.255936536,91.38469972,2.725431141,16.11503153,988.780967,4.655141473,4.111439481,412,Winter,Guangzhou,31.99072365,95.51977689,Tuesday,7,9,2023,Snow,40
128.0520348,21.9057784,21.60613739,42.33305467,3.177575301,143.9969299,-2.62516315,46.45026767,7.692251643,201.1768857,1032.528961,15.31516953,1.491175309,212,Spring,Shanghai,30.05180998,101.9532205,Tuesday,3,6,2023,Clear,5
84.71091899,41.00941677,70.49646685,10.7317061,1.01963814,50.32450441,8.85199341,82.63149988,3.37174017,192.2977567,1028.004706,45.63845924,10.56676183,13,Summer,Beijing,31.17073488,95.85055685,Sunday,18,3,2022,Cloudy,85
132.5059348,207.857712,56.89225081,42.94514801,2.576019773,167.7972094,29.62145701,36.33429222,7.905515922,7.898781307,980.0202529,46.46124331,16.90955189,78,Winter,Chengdu,24.27278205,108.799643,Wednesday,11,8,2019,Snow,42
38.85110354,43.25388703,86.58670098,10.63465325,0.309979064,22.60063737,30.33448523,43.84875035,0.335651269,145.9076215,983.1851689,41.95427275,13.65667859,108,Winter,Beijing,46.61634446,109.5456575,Saturday,18,9,2024,Haze,59
29.24524391,47.08152111,82.17073677,23.81916266,0.419706257,147.3218472,33.19360888,89.49867305,4.80025896,65.82441083,1035.935931,47.26007163,17.79167349,24,Autumn,Shenzhen,33.3528702,123.0556343,Monday,5,4,2015,Rain,37
129.9268,296.4896,12.42745571,11.24331749,0.323842336,60.90020776,-9.018472154,49.30326557,1.211946512,357.168009,1036.620295,25.4641334,6.834084605,29,Autumn,Guangzhou,41.66400744,112.8711823,Saturday,0,10,2017,Snow,50
150.3224669,138.7952896,85.64231713,28.92875786,1.515956295,164.6234512,29.25301656,58.16706268,2.183382927,351.7075813,1038.331334,2.839358649,1.598755966,110,Autumn,Shanghai,33.51004881,107.2713943,Thursday,21,4,2022,Rain,98
90.45244969,72.38743297,24.87366811,35.66683753,4.451642894,187.282933,31.75651377,68.93177078,4.623332292,132.9745992,988.8016046,20.55507425,15.95333099,303,Winter,Shenzhen,43.35555336,94.15911611,Saturday,16,1,2024,Snow,49
239.1381535,156.3741252,42.17835552,1.2131486,2.428620653,71.38626345,8.177189899,10.90075176,2.110027053,10.28705673,984.2126162,21.22246582,17.73848192,312,Summer,Beijing,28.58526763,106.1966978,Sunday,23,3,2016,Cloudy,88
180.8568648,110.9764936,22.79488495,43.06556758,2.327864029,124.7667778,35.69029257,17.86114507,9.007252505,93.48884225,999.6904402,37.26432624,12.62993773,386,Spring,Guangzhou,31.84008513,91.17111319,Monday,6,11,2021,Fog,4
34.05897322,149.9386716,96.03276583,44.76260605,4.148878085,18.72489599,12.53214285,77.3800748,4.95039524,329.5935212,1027.862356,20.86050615,6.711742129,137,Winter,Shenzhen,35.69312825,92.27173328,Wednesday,1,1,2020,Snow,98
152.6537977,176.161048,36.48157809,49.42206661,2.448019032,102.0486799,35.90004569,32.09675935,9.098220657,246.009775,1025.990629,13.33800184,17.92969469,214,Autumn,Shenzhen,25.61513081,125.4409209,Monday,22,6,2024,Clear,73
172.6106361,158.8557735,85.58539229,44.24394807,3.723344697,103.0378622,-5.831842633,27.49459214,8.245444763,103.492167,1039.329676,47.97825402,16.51253112,148,Winter,Shenzhen,41.20351829,96.02272653,Saturday,1,7,2019,Cloudy,27
108.7020203,44.03938165,54.34719008,14.25649574,1.549697486,27.38803264,10.60636656,48.44202385,7.122012154,158.331639,1032.522811,37.60261369,5.328558108,141,Autumn,Shenzhen,22.0812813,110.9165979,Tuesday,6,1,2019,Snow,9
70.47620564,226.2942878,71.95342383,2.785929682,4.502902748,26.57426881,14.57518323,41.33074387,0.26673072,114.257326,1043.394762,45.86588272,13.85466609,363,Spring,Shanghai,37.63098237,108.9422954,Tuesday,16,5,2022,Cloudy,7
76.09116173,129.9957812,32.44079291,25.34055772,2.8326484,33.07570915,36.24229046,98.14117265,3.139089675,6.123267869,986.820042,23.08050243,15.69067575,278,Winter,Chengdu,39.0153049,128.0106949,Wednesday,4,9,2021,Rain,29
84.06220096,91.94533165,84.07523663,27.56824679,1.452026468,59.21042089,13.34909024,70.01855745,6.948540885,138.1168969,1012.444186,7.211290996,19.23056454,75,Spring,Beijing,27.76979658,96.85757103,Tuesday,7,6,2023,Rain,25
93.81087084,154.9514453,22.22637155,49.0596647,2.547115225,18.036939,29.94407669,61.13835502,7.584114806,78.05489558,1000.193699,46.72334563,1.439870114,195,Spring,Chengdu,42.10352269,126.9964569,Thursday,13,10,2021,Cloudy,16
72.88780182,97.56352703,10.05596903,24.03719174,4.583438474,28.71853513,1.7801548,13.06227928,4.753143256,271.3291946,1047.383976,44.51708166,18.6659758,352,Winter,Shenzhen,45.29884999,124.1690553,Sunday,7,11,2023,Rain,91
186.3808336,60.80161637,14.99909537,12.65141862,2.747499961,43.50571675,26.97481525,12.18348735,2.790387872,204.6329889,1038.225668,43.48600618,2.304543623,259,Autumn,Chengdu,34.61975926,101.8890015,Friday,19,8,2018,Cloudy,6
60.7266985,177.6106175,33.87074615,8.580985214,2.924058424,99.45425079,11.84682283,11.17064949,1.301879061,348.4054256,987.4069858,41.27368982,6.893980288,181,Spring,Chengdu,44.69399893,104.2846484,Friday,1,6,2023,Snow,94
129.802987,187.0436126,19.29971041,28.05201675,4.299112802,54.39997978,32.2629525,48.41680766,7.986293771,232.2356764,1047.107236,42.26030482,8.337656682,354,Winter,Shenzhen,32.90571143,103.7670822,Friday,21,5,2015,Cloudy,55
83.30678621,102.7600142,7.030234385,39.10395923,1.522932808,41.48871576,3.741328129,73.53437377,4.106118819,201.9088714,996.4943408,0.03054052,5.263782343,176,Winter,Beijing,44.76968606,98.66262906,Thursday,18,7,2016,Snow,62
197.5140502,249.293352,29.22313149,26.40839486,3.690558774,171.2788323,9.533526903,87.40234824,0.834818895,56.38838813,981.3892574,43.09343825,6.614374816,214,Summer,Beijing,22.13764472,110.9625777,Saturday,4,10,2018,Haze,41
205.7055368,24.80490923,79.19593139,10.78816297,4.791530735,153.5790562,15.15769189,12.12558878,6.985294071,0.149665759,1009.447831,35.05245316,8.6552139,371,Autumn,Beijing,35.79403924,115.3456103,Tuesday,12,3,2023,Rain,33
220.9269102,51.74338633,29.29078249,30.08473834,0.619509855,133.6873418,7.934371793,31.42367546,5.091882705,81.02228123,1022.760376,42.45384161,9.669767732,66,Autumn,Guangzhou,41.55007318,129.3674917,Sunday,14,11,2015,Haze,51
210.9140828,63.09160299,74.81865688,31.09998969,3.315029859,21.10907321,12.06217149,43.17975465,4.310026428,60.26855182,1033.811549,37.75910977,15.16939099,349,Summer,Shenzhen,41.01464145,109.0046295,Monday,15,9,2024,Clear,24
83.6971828,53.35709083,75.10764241,26.7336273,3.166082756,194.0745885,32.77305611,30.51234948,3.353212054,308.1529746,1019.673401,0.041191074,12.00248691,492,Autumn,Shenzhen,22.96036195,93.31814167,Wednesday,11,12,2024,Haze,29
54.75183605,184.0914971,16.09740976,39.54996144,1.746553858,164.5557577,39.81472293,95.66645721,1.028511934,282.4299529,989.0053314,22.78532171,8.309066083,194,Spring,Shanghai,22.71804477,121.7254969,Sunday,7,11,2022,Clear,82
110.2297626,205.4901205,15.93427406,44.07138235,1.01919962,50.81020415,6.370897597,71.32418739,9.076868205,53.41216716,988.5420509,35.6093157,2.257356042,58,Summer,Guangzhou,30.89738315,95.69417415,Saturday,4,8,2018,Snow,67
215.1901255,286.9003471,9.059135607,32.72912573,2.570153848,192.7048036,15.13313955,72.86053244,8.968052382,352.2651323,1022.186671,41.19163075,19.92664214,405,Autumn,Shanghai,28.1567097,95.73347116,Saturday,16,5,2023,Clear,15
125.3851634,165.5945821,43.61982887,33.56896486,2.967821157,178.0319468,37.23894289,75.69486609,0.88411176,144.8374323,1031.402681,18.2401988,12.9341889,239,Autumn,Beijing,43.09002499,97.75989523,Monday,7,6,2021,Fog,41
80.39971659,153.3730685,41.76350732,40.98064641,1.122251036,129.8990471,30.61683783,96.52104388,1.478885736,107.2251187,983.2739032,42.06610547,13.03718138,453,Winter,Shenzhen,32.97851534,93.0988702,Sunday,10,8,2021,Haze,34
16.4543662,144.3151414,73.15022546,8.773615069,4.955304692,158.6875065,12.32778256,28.06375294,6.079342707,39.17198481,1011.47043,25.96697948,6.230148734,294,Winter,Chengdu,44.32151762,105.1864487,Monday,8,2,2016,Clear,67
31.54777625,124.3670117,87.48727712,8.058844066,1.771677694,198.3078271,23.8548165,60.5220098,0.115323587,302.5610099,1007.798986,0.968437963,1.605211705,90,Spring,Chengdu,36.21514083,90.52144365,Thursday,12,3,2020,Haze,53
161.9511467,74.92425017,23.12094841,34.42968251,0.144159502,30.38377315,-2.964056817,72.95140739,2.751876512,261.2231436,1039.274181,18.56671064,2.456467574,493,Spring,Beijing,39.6426543,114.2686899,Saturday,19,11,2020,Clear,44
103.8739165,186.2453775,33.35353888,45.73433005,2.443299274,152.4079972,30.09121884,49.3025863,8.36472659,173.2937237,1039.724085,19.06661603,1.091902694,416,Summer,Shanghai,36.39557154,104.1390668,Tuesday,15,7,2024,Clear,92
208.4821773,197.0107875,84.29782927,32.52417847,1.158251958,11.1493659,38.62441208,12.83349099,0.750355791,178.9166695,991.0619718,10.96016595,14.04010896,483,Summer,Shanghai,20.05657673,127.4814569,Wednesday,6,2,2024,Fog,34
32.59580653,61.48313895,8.950739567,25.34785394,1.805658869,194.7571886,32.43385123,73.61515137,0.70969541,275.3378388,1007.968996,20.91985491,7.817870437,248,Summer,Guangzhou,27.90517096,111.4194214,Sunday,15,1,2020,Cloudy,66
154.4553057,82.95967732,48.87727764,17.69487925,1.31896479,58.13116861,-6.375336403,36.36209615,4.113490151,107.1452569,1036.590173,37.92320357,0.174323182,463,Summer,Chengdu,36.58384552,99.03475436,Sunday,8,1,2018,Haze,39
236.9134319,266.0163154,56.78880968,40.75801967,3.208903111,68.26066611,-7.136299451,64.35344769,7.951028683,40.00985908,1028.025234,18.30847151,12.12418439,322,Autumn,Beijing,32.79280237,129.2624237,Monday,10,7,2015,Clear,2
237.1246628,117.0362429,50.68784335,28.13182782,3.721268532,17.58257377,-3.873795266,46.14055581,4.415273074,210.1572518,997.0049874,27.88430852,0.225991876,337,Autumn,Guangzhou,24.71868915,126.0831568,Friday,4,5,2020,Snow,1
75.14963434,105.4301564,78.74872292,33.31791866,4.877667971,162.6001058,9.904178085,51.92496663,8.06853031,248.0350842,1046.354361,42.21641643,11.24194055,306,Winter,Shanghai,41.1980335,128.2043845,Tuesday,21,11,2019,Haze,94
102.1208554,243.0455386,83.4566888,36.47542679,3.50455465,82.65246259,34.08647836,93.68976625,3.133525955,274.6366992,1027.741641,5.509841555,17.43672003,419,Winter,Shanghai,34.21026814,99.37089353,Thursday,17,11,2015,Rain,26
226.5141523,298.98091,77.07681876,25.54522133,0.227762053,47.66920089,23.60294828,94.60058037,3.451313982,220.9253979,1008.841485,2.973939263,8.31970999,449,Winter,Beijing,32.33819638,98.41661083,Thursday,11,3,2020,Snow,9
64.82108535,232.5541432,78.21704552,47.43397709,3.309621073,182.2717744,-9.581442669,98.69539408,7.819888101,185.2409006,981.8967685,0.296939564,13.34926765,113,Summer,Chengdu,36.78301563,92.2376122,Saturday,1,11,2016,Clear,56
